restorer,detector,category,family,severity,n_pixel_images,pix_auroc_clean,pix_auroc_degraded,pix_auroc_method,pix_gap_closed
wiener,patchcore,bottle,noise,3,16,0.9682322615134493,0.7189541717545036,0.7219202363066687,0.011898617142939816
restormer_deblur,patchcore,bottle,noise,3,16,0.9682322615134493,0.7189541717545036,0.7189541717545036,0.0
divide_lpres_on,patchcore,bottle,noise,3,16,0.9682322615134493,0.7189541717545036,0.7508363078917702,0.12789786767098937
divide_lpres_off,patchcore,bottle,noise,3,16,0.9682322615134493,0.7189541717545036,0.5974087196182236,-0.4875897928045565
identity,patchcore,bottle,noise,4,16,0.9682322615134493,0.6100822751651721,0.6100822751651721,0.0
wiener,patchcore,bottle,noise,4,16,0.9682322615134493,0.6100822751651721,0.6098911627584604,-0.0005336099790488709
restormer_deblur,patchcore,bottle,noise,4,16,0.9682322615134493,0.6100822751651721,0.6100822751651721,0.0
divide_lpres_on,patchcore,bottle,noise,4,16,0.9682322615134493,0.6100822751651721,0.6372977011470822,0.07598890693644998
divide_lpres_off,patchcore,bottle,noise,4,16,0.9682322615134493,0.6100822751651721,0.5762997172555647,-0.09432516877651385
identity,patchcore,bottle,mixed,2,16,0.9682322615134493,0.7386300858833674,0.7386300858833674,0.0
wiener,patchcore,bottle,mixed,2,16,0.9682322615134493,0.7386300858833674,0.7354153203859349,-0.014001459213574203
restormer_deblur,patchcore,bottle,mixed,2,16,0.9682322615134493,0.7386300858833674,0.7386300858833674,0.0
divide_lpres_on,patchcore,bottle,mixed,2,16,0.9682322615134493,0.7386300858833674,0.7568892200371421,0.07952509205832806
divide_lpres_off,patchcore,bottle,mixed,2,16,0.9682322615134493,0.7386300858833674,0.5560122434252236,-0.795366341616746
identity,patchcore,bottle,mixed,3,16,0.9682322615134493,0.6071253840085292,0.6071253840085292,0.0
wiener,patchcore,bottle,mixed,3,16,0.9682322615134493,0.6071253840085292,0.6019582141641304,-0.014309253482241964
restormer_deblur,patchcore,bottle,mixed,3,16,0.9682322615134493,0.6071253840085292,0.6071253840085292,0.0
divide_lpres_on,patchcore,bottle,mixed,3,16,0.9682322615134493,0.6071253840085292,0.6147326770618226,0.021066596974990262
divide_lpres_off,patchcore,bottle,mixed,3,16,0.9682322615134493,0.6071253840085292,0.5293405959445437,-0.21540655387524613
identity,patchcore,bottle,mixed,4,16,0.9682322615134493,0.5560489370073122,0.5560489370073122,0.0
wiener,patchcore,bottle,mixed,4,16,0.9682322615134493,0.5560489370073122,0.5516880067026944,-0.010580074557462803
restormer_deblur,patchcore,bottle,mixed,4,16,0.9682322615134493,0.5560489370073122,0.5565952636739653,0.0013254458251257396
